transaction_id,user_id,transaction_date,transaction_time,transaction_type,transaction_category,amount,currency,transaction_status,payment_method,age_group,country,city,subscription_plan,fraud_flag,transaction_fee,revenue_generated,cashback_amount
TXN007136,USR37531,6/5/2023,17:17:00,Top-up,Food & Dining,1792.25,EUR,Successful,Bank Transfer,45-54,France,Marseille,Premium,0,8.96,7.17,17.92
TXN009963,USR17051,6/5/2023,18:13:47,Transfer,Travel,2512.65,EUR,Successful,Bank Transfer,18-24,Netherlands,Utrecht,Standard,0,37.69,30.15,0
TXN012396,USR12859,6/5/2023,0:04:06,Purchase,Travel,506.72,GBP,Successful,Card,18-24,United Kingdom,Glasgow,Standard,0,7.6,6.08,0
TXN000378,USR37619,6/5/2023,18:02:38,Purchase,Healthcare,313.96,EUR,Successful,Apple Pay,25-34,Spain,Seville,Standard,0,4.71,3.77,0
TXN006774,USR43720,6/5/2023,15:11:14,Purchase,Utilities,164.07,GBP,Successful,Bank Transfer,35-44,United Kingdom,Birmingham,Plus,0,1.64,1.31,0.82
TXN011607,USR40704,6/5/2023,12:56:11,Top-up,Food & Dining,802.07,USD,Successful,Card,55+,United States,Chicago,Premium,0,4.01,3.21,8.02
TXN006303,USR44619,6/5/2023,6:44:20,Top-up,Shopping,2723.38,EUR,Successful,Apple Pay,25-34,Germany,Frankfurt,Metal,0,5.45,4.36,40.85
TXN002445,USR64875,6/5/2023,11:10:28,Purchase,Food & Dining,394.23,EUR,Successful,Google Pay,55+,Germany,Hamburg,Plus,0,3.94,3.15,1.97
TXN004934,USR21097,6/5/2023,4:07:04,Purchase,Entertainment,906.9,EUR,Successful,Apple Pay,18-24,Spain,Valencia,Plus,1,9.07,7.26,4.53
TXN000275,USR34927,6/5/2023,5:53:11,Top-up,Shopping,606.22,EUR,Successful,Google Pay,,Italy,Rome,Standard,0,9.09,7.27,0
TXN004406,USR45305,6/5/2023,20:53:32,Transfer,Other,3106.86,GBP,Failed,Google Pay,25-34,United Kingdom,Liverpool,Metal,0,6.21,4.97,0
TXN004265,USR68400,6/5/2023,19:59:05,Purchase,Food & Dining,860.26,EUR,Successful,Card,25-34,France,Marseille,Plus,0,8.6,6.88,4.3
TXN012231,USR54829,6/5/2023,19:05:45,Transfer,Shopping,1815.62,GBP,Successful,Card,55+,United Kingdom,London,Standard,0,27.23,21.78,0
TXN008289,USR60600,6/5/2023,20:50:26,Refund,Entertainment,603.7,GBP,Failed,Google Pay,25-34,United Kingdom,Glasgow,Metal,0,1.21,0.97,0
TXN000118,USR14288,6/5/2023,12:03:25,Refund,Other,262.38,EUR,Successful,Bank Transfer,,Germany,Frankfurt,Plus,0,2.62,2.1,1.31
TXN003758,USR10402,6/5/2023,22:16:30,Purchase,Travel,935.86,EUR,Successful,Card,45-54,France,Paris,Premium,0,4.68,3.74,9.36
TXN006590,USR44481,6/5/2023,19:45:59,Top-up,Food & Dining,1570.94,GBP,Successful,Apple Pay,35-44,United Kingdom,Birmingham,Standard,0,23.56,18.85,0
TXN014187,USR34258,6/5/2023,17:42:58,Purchase,Entertainment,955.61,GBP,Successful,Card,25-34,United Kingdom,Bristol,Plus,0,9.56,7.65,4.78
TXN010908,USR49834,6/5/2023,19:23:50,Purchase,Travel,362.19,EUR,Successful,Card,35-44,France,Marseille,Standard,0,5.43,4.34,0
TXN003063,USR98892,6/5/2023,9:39:42,Transfer,Healthcare,5343.58,EUR,Successful,Card,55+,Germany,Hamburg,Plus,1,53.44,42.75,26.72
TXN012579,USR96594,6/5/2023,18:22:10,Purchase,Food & Dining,583.03,EUR,Successful,Bank Transfer,25-34,Spain,Valencia,Premium,0,2.92,2.34,5.83
TXN004084,USR73000,6/5/2023,19:41:19,Purchase,Other,194.01,GBP,Successful,Apple Pay,18-24,United Kingdom,Bristol,Standard,0,2.91,2.33,0
TXN013933,USR99268,6/5/2023,14:50:07,Transfer,Entertainment,463.68,EUR,Successful,Card,18-24,Germany,Munich,Standard,0,6.96,5.57,0
TXN007609,USR26558,6/6/2023,10:49:52,Transfer,Utilities,4012.31,GBP,Successful,Direct Debit,25-34,United Kingdom,Birmingham,Standard,0,60.18,48.14,0
TXN010577,USR42933,6/6/2023,16:21:29,Purchase,Utilities,42.49,GBP,Successful,Card,35-44,United Kingdom,Edinburgh,Standard,0,0.64,0.51,0
TXN008496,USR20561,6/6/2023,7:30:21,Withdrawal,Shopping,539.71,GBP,Successful,Card,18-24,United Kingdom,Bristol,Standard,0,8.1,6.48,0
TXN008049,USR97023,6/6/2023,18:50:34,Top-up,Shopping,537.46,GBP,Successful,Apple Pay,45-54,United Kingdom,Edinburgh,Premium,0,2.69,2.15,5.37
TXN001396,USR51720,6/6/2023,15:09:25,Transfer,Healthcare,690.29,EUR,Successful,Card,45-54,Netherlands,Rotterdam,Standard,0,10.35,8.28,0
TXN007472,USR61466,6/6/2023,10:26:06,Purchase,Travel,419.44,EUR,Successful,Card,18-24,Germany,Hamburg,Standard,0,6.29,5.03,0
TXN010659,USR92660,6/6/2023,17:35:43,Transfer,Food & Dining,500.9,GBP,Successful,Card,25-34,United Kingdom,Liverpool,Standard,0,7.51,6.01,0
TXN010232,USR68135,6/6/2023,10:38:54,Purchase,Food & Dining,1155.01,EUR,Successful,Bank Transfer,35-44,Spain,Seville,Premium,0,5.78,4.62,11.55
TXN014872,USR95426,6/6/2023,19:10:04,Top-up,Shopping,1501.18,EUR,Successful,Card,18-24,France,Marseille,Standard,0,22.52,18.02,0
TXN003806,USR73641,6/6/2023,18:11:58,Refund,Transfer,132.23,GBP,Successful,Card,25-34,United Kingdom,Edinburgh,Standard,0,1.98,1.58,0
TXN006991,USR25753,6/6/2023,20:35:08,Transfer,Utilities,5813.76,USD,Successful,Card,25-34,United States,Chicago,Plus,0,58.14,46.51,29.07
TXN002014,USR99966,6/6/2023,7:40:23,Purchase,Utilities,539.62,USD,Failed,Card,25-34,United States,Miami,Standard,0,8.09,6.47,0
TXN010509,USR33819,6/6/2023,17:10:39,Purchase,Entertainment,791.95,GBP,Failed,Apple Pay,18-24,United Kingdom,Liverpool,Standard,0,11.88,9.5,0
TXN004400,USR99709,6/6/2023,23:19:09,Purchase,Travel,550.12,GBP,Successful,Card,55+,United Kingdom,Glasgow,Standard,0,8.25,6.6,0
TXN003503,USR40254,6/6/2023,16:20:18,Top-up,Healthcare,686.6,EUR,Successful,Apple Pay,35-44,France,Paris,Standard,0,10.3,8.24,0
TXN000203,USR68194,6/6/2023,7:10:58,Top-up,Food & Dining,230.14,EUR,Successful,Card,18-24,Germany,Berlin,Standard,0,3.45,2.76,0
TXN000702,USR13251,6/6/2023,21:41:50,Purchase,Food & Dining,481.91,EUR,Reversed,Card,35-44,Spain,Madrid,Premium,0,2.41,1.93,0
TXN014999,USR47024,6/6/2023,17:58:42,Transfer,Other,514.21,EUR,Successful,Apple Pay,35-44,Netherlands,Amsterdam,Standard,0,7.71,6.17,0
TXN001720,USR93092,6/6/2023,13:43:30,Purchase,Food & Dining,52.08,USD,Successful,Card,55+,United States,Chicago,Standard,0,0.78,0.62,0
TXN007377,USR49955,6/6/2023,16:16:33,Transfer,Entertainment,2949.02,EUR,Successful,Apple Pay,18-24,Germany,Berlin,Standard,0,44.24,35.39,0
TXN005975,USR42092,6/6/2023,20:58:12,Purchase,Travel,720.5,GBP,Successful,Apple Pay,55+,United Kingdom,Leeds,Standard,0,10.81,8.65,0
TXN006575,USR85675,6/6/2023,8:29:51,Purchase,Healthcare,343.62,GBP,Successful,Apple Pay,45-54,United Kingdom,Manchester,Premium,0,1.72,1.38,3.44
TXN010609,USR23508,6/6/2023,16:39:33,Purchase,Other,813.16,GBP,Failed,Bank Transfer,35-44,United Kingdom,Glasgow,Plus,0,8.13,6.5,
TXN012904,USR72245,6/6/2023,9:32:46,Transfer,Utilities,1613.85,EUR,Reversed,Card,45-54,France,Bordeaux,Plus,0,16.14,12.91,
TXN011500,USR72068,6/6/2023,5:55:25,Transfer,Transfer,4601.62,USD,Reversed,Apple Pay,35-44,United States,Miami,Plus,0,46.02,36.82,0
TXN002657,USR79352,6/7/2023,13:44:39,Purchase,Utilities,450.28,EUR,Failed,Bank Transfer,18-24,France,Marseille,Standard,0,6.75,5.4,0
TXN000503,USR35543,6/7/2023,22:32:34,Purchase,Healthcare,1006,GBP,Successful,Apple Pay,25-34,United Kingdom,Bristol,Metal,0,2.01,1.61,15.09
TXN005402,USR32849,6/7/2023,12:06:50,Purchase,Food & Dining,203.65,GBP,Successful,Card,25-34,United Kingdom,Glasgow,Standard,0,3.05,2.44,0
TXN005246,USR26187,6/7/2023,19:32:43,Purchase,Transfer,525.42,GBP,Reversed,Card,18-24,United Kingdom,Leeds,Standard,0,7.88,6.3,0
TXN014185,USR26770,6/7/2023,17:54:50,Top-up,Utilities,74.56,GBP,Successful,Bank Transfer,25-34,United Kingdom,Leeds,Standard,0,1.12,0.9,0
TXN014114,USR46760,6/7/2023,18:07:08,Purchase,Healthcare,798.76,GBP,Successful,Direct Debit,45-54,United Kingdom,Edinburgh,Standard,0,11.98,9.58,0
TXN008793,USR28184,6/7/2023,18:53:57,Transfer,Transfer,1717.34,GBP,Successful,Card,18-24,United Kingdom,Leeds,Standard,0,25.76,20.61,0
TXN001591,USR60330,6/7/2023,22:14:13,Top-up,Food & Dining,483.42,EUR,Successful,Card,18-24,France,Paris,Plus,0,4.83,3.86,2.42
TXN001377,USR27373,6/7/2023,7:09:58,Withdrawal,Entertainment,794.33,GBP,Successful,Card,25-34,United Kingdom,Leeds,Plus,0,7.94,6.35,3.97
TXN006632,USR84600,6/7/2023,16:12:24,Top-up,Shopping,474.29,EUR,Successful,Google Pay,18-24,Germany,Frankfurt,Standard,0,7.11,5.69,0
TXN011549,USR68517,6/7/2023,19:00:59,Transfer,Transfer,2715.64,USD,Successful,Apple Pay,35-44,United States,Miami,Premium,0,13.58,10.86,27.16
TXN000272,USR42421,6/7/2023,16:11:52,Transfer,Travel,5731.95,GBP,Successful,Bank Transfer,35-44,United Kingdom,Manchester,Premium,0,28.66,22.93,57.32
TXN001139,USR86550,6/7/2023,11:01:32,Purchase,Healthcare,146.82,GBP,Reversed,Bank Transfer,35-44,United Kingdom,Birmingham,Standard,0,2.2,1.76,0
TXN012322,USR37423,6/7/2023,19:41:55,Top-up,Travel,235.98,GBP,Successful,Bank Transfer,35-44,United Kingdom,Liverpool,Premium,0,1.18,0.94,2.36
TXN003083,USR52268,6/7/2023,20:16:02,Refund,Transfer,559.82,EUR,Successful,Google Pay,45-54,Germany,Munich,Plus,0,5.6,4.48,2.8
TXN014025,USR28058,6/7/2023,20:33:42,Purchase,Travel,398.99,EUR,Successful,Bank Transfer,18-24,Italy,Milan,Plus,0,3.99,3.19,1.99
TXN010182,USR89269,6/8/2023,20:18:54,Top-up,Utilities,1726.47,GBP,Successful,Bank Transfer,55+,United Kingdom,Manchester,Standard,0,25.9,20.72,0
TXN006854,USR22635,6/8/2023,10:48:01,Transfer,Shopping,2979.78,EUR,Successful,Bank Transfer,25-34,Germany,Hamburg,Metal,0,5.96,4.77,44.7
TXN003823,USR74816,6/8/2023,19:24:33,Purchase,Utilities,778.93,EUR,Successful,Card,35-44,Netherlands,Rotterdam,Standard,0,11.68,9.34,0
TXN004870,USR50619,6/8/2023,9:45:05,Purchase,Transfer,64.98,EUR,Failed,Apple Pay,18-24,France,Marseille,Standard,0,0.97,0.78,0
TXN011536,USR66803,6/8/2023,8:10:54,Top-up,Travel,2699.09,GBP,Successful,Apple Pay,18-24,United Kingdom,Edinburgh,Premium,0,13.5,10.8,26.99
TXN010154,USR57085,6/8/2023,20:31:58,Purchase,Food & Dining,290.93,GBP,Successful,Apple Pay,45-54,United Kingdom,Edinburgh,Plus,0,2.91,2.33,1.45
TXN010038,USR34251,6/8/2023,9:50:09,Top-up,Shopping,672.14,EUR,Reversed,Apple Pay,45-54,Italy,Rome,Standard,0,10.08,8.06,
TXN003109,USR28568,6/8/2023,8:23:24,Purchase,Food & Dining,532.94,EUR,Successful,Card,25-34,Germany,Berlin,Standard,0,7.99,6.39,0
TXN012756,USR26110,6/8/2023,18:56:30,Top-up,Healthcare,1753.71,GBP,Successful,Card,25-34,United Kingdom,Edinburgh,Standard,0,26.31,21.05,0
TXN012311,USR41599,6/8/2023,8:30:53,Withdrawal,Shopping,978.86,EUR,Successful,Bank Transfer,25-34,Italy,Milan,Standard,0,14.68,11.74,0
TXN014351,USR72068,6/8/2023,11:09:19,Purchase,Utilities,702.58,USD,Successful,Bank Transfer,35-44,United States,Miami,Plus,0,7.03,5.62,3.51
TXN009154,USR28321,6/8/2023,8:06:51,Purchase,Food & Dining,212.98,EUR,Reversed,Bank Transfer,25-34,France,Lyon,Plus,0,2.13,1.7,0
TXN007011,USR98907,6/8/2023,17:19:52,Purchase,Shopping,769.82,EUR,Successful,Card,45-54,France,Paris,Standard,0,11.55,9.24,0
TXN006138,USR27773,6/8/2023,10:05:52,Purchase,Shopping,783.5,GBP,Reversed,Card,45-54,United Kingdom,Glasgow,Standard,0,11.75,9.4,0
TXN007362,USR14268,6/8/2023,9:05:55,Refund,Shopping,176.38,EUR,Failed,Apple Pay,25-34,France,Bordeaux,Standard,0,2.65,2.12,0
TXN008755,USR88579,6/8/2023,12:32:56,Refund,Other,109.45,EUR,Successful,Card,25-34,Germany,Hamburg,Standard,0,1.64,1.31,0
TXN006934,USR50327,6/8/2023,22:12:16,Top-up,Utilities,605,GBP,Successful,Direct Debit,35-44,United Kingdom,Manchester,Metal,0,1.21,0.97,9.07
TXN012117,USR38204,6/8/2023,7:11:04,Transfer,Shopping,3179.71,GBP,Successful,Card,35-44,United Kingdom,,Standard,0,47.7,38.16,0
TXN002464,USR36326,6/8/2023,1:03:21,Top-up,Utilities,950.94,GBP,Successful,Card,25-34,United Kingdom,Edinburgh,Plus,1,9.51,7.61,4.75
TXN013215,USR83172,6/9/2023,7:10:24,Purchase,Shopping,314.34,GBP,Successful,Card,25-34,United Kingdom,Leeds,Standard,0,4.72,3.78,0
TXN010855,USR81667,6/9/2023,19:12:30,Purchase,Utilities,415.11,GBP,Failed,Google Pay,18-24,United Kingdom,Edinburgh,Standard,0,6.23,4.98,
TXN003538,USR91973,6/9/2023,19:16:54,Purchase,,376.08,GBP,Successful,Direct Debit,25-34,United Kingdom,Edinburgh,Plus,0,3.76,3.01,1.88
TXN009289,USR22393,6/9/2023,5:04:59,Transfer,Shopping,792.11,GBP,Reversed,Google Pay,35-44,United Kingdom,Glasgow,Standard,0,11.88,9.5,
TXN000884,USR98098,6/9/2023,1:13:05,Withdrawal,Transfer,698.82,GBP,Successful,Bank Transfer,35-44,United Kingdom,Liverpool,Standard,0,10.48,8.38,0
TXN014952,USR96447,6/9/2023,18:39:16,Refund,Utilities,369.47,GBP,Successful,Card,25-34,United Kingdom,Manchester,Standard,0,5.54,4.43,0
TXN002128,USR82432,6/9/2023,22:56:54,Top-up,Shopping,1301.26,GBP,Successful,Bank Transfer,35-44,United Kingdom,Leeds,Plus,1,13.01,10.41,6.51
TXN009215,USR12841,6/9/2023,7:02:52,Purchase,Food & Dining,425.31,GBP,Successful,Card,25-34,United Kingdom,Birmingham,Standard,0,6.38,5.1,0
TXN000565,USR11620,6/9/2023,22:29:23,Purchase,Food & Dining,727.76,GBP,Successful,Bank Transfer,35-44,United Kingdom,Manchester,Standard,0,10.92,8.74,0
TXN014421,USR97650,6/9/2023,10:01:46,Purchase,Entertainment,827.01,GBP,Successful,Card,18-24,United Kingdom,Glasgow,Plus,0,8.27,6.62,4.14
TXN000691,USR64186,6/9/2023,22:43:30,Purchase,Food & Dining,475.75,EUR,Successful,Card,45-54,France,Lyon,Standard,0,7.14,5.71,0
TXN006068,USR89281,6/9/2023,17:20:25,Purchase,Food & Dining,507.78,EUR,Successful,Google Pay,18-24,Italy,Florence,Standard,0,7.62,6.1,0
TXN001393,USR33819,6/9/2023,17:16:58,Top-up,Travel,736.34,GBP,Successful,Bank Transfer,18-24,United Kingdom,Liverpool,Standard,0,11.05,8.84,0
TXN011264,USR21959,6/9/2023,2:07:30,Purchase,Travel,235.07,GBP,Successful,Apple Pay,25-34,United Kingdom,Liverpool,Plus,0,2.35,1.88,1.18
TXN003963,USR59752,6/9/2023,20:10:41,Transfer,Shopping,2516.22,EUR,Successful,Apple Pay,55+,Germany,Munich,Plus,0,25.16,20.13,12.58
TXN013539,USR25993,6/9/2023,15:57:44,Top-up,Shopping,962.65,USD,Successful,,35-44,United States,New York,Standard,0,14.44,11.55,0
TXN012753,USR79246,6/9/2023,23:53:22,Withdrawal,Food & Dining,275.63,EUR,Failed,Google Pay,18-24,Spain,Valencia,Standard,1,4.13,3.3,0
TXN012036,USR34385,6/9/2023,8:34:56,Top-up,Food & Dining,2289.04,EUR,Successful,Bank Transfer,25-34,Germany,Munich,Metal,0,4.58,3.66,34.34
TXN004777,USR13670,6/9/2023,7:10:50,Transfer,Other,1277.3,GBP,Successful,Card,45-54,United Kingdom,Liverpool,Standard,0,19.16,15.33,0
TXN014837,USR18993,6/9/2023,8:19:24,Top-up,Shopping,1024.03,GBP,Successful,Bank Transfer,45-54,United Kingdom,Leeds,Plus,0,10.24,8.19,5.12
TXN003122,USR48337,6/9/2023,1:20:17,Refund,Utilities,106.89,EUR,Successful,Card,45-54,Germany,Hamburg,Premium,0,0.53,0.42,1.07
TXN002068,USR12772,6/9/2023,13:21:55,Purchase,Travel,250.77,EUR,Successful,Card,18-24,Italy,Naples,Standard,0,3.76,3.01,0
TXN013994,USR19337,6/9/2023,3:10:33,Top-up,Other,825.14,GBP,Successful,Bank Transfer,25-34,United Kingdom,Bristol,Plus,0,8.25,6.6,4.13
TXN000200,USR28909,6/9/2023,11:22:41,Top-up,Healthcare,2223.42,EUR,Failed,Bank Transfer,18-24,Netherlands,Utrecht,Metal,0,4.45,3.56,0
TXN011580,USR46216,6/9/2023,11:04:19,Refund,Travel,453,EUR,Successful,Card,55+,Spain,Seville,Standard,0,6.79,5.43,0
TXN007570,USR46808,6/9/2023,7:07:21,Purchase,Food & Dining,41.71,EUR,Successful,Direct Debit,35-44,Germany,Berlin,Plus,0,0.42,0.34,0.21
TXN006776,USR72684,6/9/2023,17:26:59,Transfer,Utilities,4950.69,EUR,Successful,Card,35-44,Netherlands,Rotterdam,Premium,0,24.75,19.8,49.51
TXN001268,USR58096,6/9/2023,0:10:51,Withdrawal,Utilities,196.03,GBP,Successful,Google Pay,25-34,United Kingdom,,Plus,0,1.96,1.57,0.98
TXN000437,USR19287,6/9/2023,18:22:43,Top-up,Other,1981.44,GBP,Successful,Card,45-54,United Kingdom,London,Standard,0,29.72,23.78,0
TXN000257,USR33704,6/9/2023,10:02:51,Withdrawal,Utilities,425.03,EUR,Successful,Bank Transfer,45-54,Germany,Frankfurt,Plus,0,4.25,3.4,2.13
TXN004342,USR68856,6/9/2023,15:05:32,Transfer,Shopping,1975.54,EUR,Successful,Bank Transfer,18-24,Italy,Milan,Standard,0,29.63,23.7,0
TXN007060,USR28758,6/10/2023,19:55:38,Top-up,Shopping,1675.54,EUR,Successful,Bank Transfer,25-34,Germany,Munich,Standard,0,25.13,20.1,0
TXN005989,USR60126,6/10/2023,7:52:37,Purchase,Healthcare,714.35,GBP,Successful,Google Pay,35-44,United Kingdom,Bristol,Standard,1,10.72,8.58,0
TXN012171,USR33878,6/10/2023,11:59:32,Purchase,Travel,320.88,EUR,Successful,Card,25-34,France,Marseille,Plus,0,3.21,2.57,1.6
TXN005048,USR27677,6/10/2023,7:07:45,Transfer,Other,6134.48,GBP,Successful,Google Pay,25-34,United Kingdom,Liverpool,Premium,0,30.67,24.54,61.34
TXN009935,USR69437,6/10/2023,12:39:09,Purchase,Transfer,287.63,EUR,Successful,Card,35-44,France,Lyon,Plus,0,2.88,2.3,1.44
TXN013371,USR27275,6/10/2023,21:22:24,Purchase,Utilities,366.13,USD,Successful,Card,18-24,United States,New York,Plus,0,3.66,2.93,1.83
TXN005411,USR78521,6/10/2023,12:54:52,Purchase,Other,419.36,GBP,Successful,Bank Transfer,18-24,United Kingdom,Edinburgh,Plus,0,4.19,3.35,2.1
TXN000622,USR92913,6/10/2023,20:38:50,Transfer,Food & Dining,2965.01,EUR,Successful,Card,25-34,Spain,Seville,Plus,0,29.65,23.72,14.83
TXN014077,USR42495,6/10/2023,17:53:25,Purchase,Travel,539.82,GBP,Successful,Apple Pay,18-24,United Kingdom,Glasgow,Standard,0,8.1,6.48,0
TXN010655,USR97023,6/10/2023,1:39:30,Purchase,Food & Dining,963.21,GBP,Successful,Bank Transfer,45-54,United Kingdom,Edinburgh,Premium,0,4.82,3.86,9.63
TXN005469,USR39567,6/10/2023,18:06:21,Purchase,Utilities,1268.31,EUR,Successful,Bank Transfer,18-24,Italy,Rome,Metal,0,2.54,2.03,19.02
TXN001098,USR54385,6/10/2023,12:20:48,Purchase,Utilities,96.02,EUR,Successful,Bank Transfer,25-34,Italy,Milan,Standard,0,1.44,1.15,0
TXN000322,USR79924,6/10/2023,12:17:34,Transfer,Utilities,3708.74,EUR,Successful,Apple Pay,18-24,France,Lyon,Plus,0,37.09,29.67,18.54
TXN002818,USR49687,6/10/2023,1:47:18,Purchase,Utilities,549.41,USD,Successful,Bank Transfer,18-24,United States,Chicago,Plus,0,5.49,4.39,2.75
TXN014164,USR46211,6/10/2023,17:11:47,Purchase,Shopping,374.23,GBP,Successful,Apple Pay,35-44,United Kingdom,Bristol,Standard,0,5.61,4.49,0
TXN004857,USR86595,6/10/2023,12:56:26,Purchase,Travel,236.7,GBP,Successful,Card,35-44,United Kingdom,Liverpool,Standard,0,3.55,2.84,0
TXN006366,USR67712,6/10/2023,20:27:24,Withdrawal,Food & Dining,797.23,GBP,Successful,Direct Debit,35-44,United Kingdom,London,Standard,0,11.96,9.57,0
TXN011161,USR94570,6/10/2023,8:22:06,Top-up,Entertainment,1176.36,GBP,Successful,Card,25-34,United Kingdom,Birmingham,Standard,0,17.65,14.12,0
TXN010495,USR58679,6/10/2023,9:25:33,Purchase,Entertainment,246.72,GBP,Successful,Card,25-34,United Kingdom,Bristol,Premium,0,1.23,0.98,2.47
TXN000011,USR49537,6/10/2023,19:58:28,Refund,Healthcare,667.45,GBP,Successful,Card,25-34,United Kingdom,London,Premium,0,3.34,2.67,6.67
TXN010020,USR52879,6/10/2023,7:01:27,Transfer,Shopping,5015.62,GBP,Successful,Bank Transfer,25-34,United Kingdom,Liverpool,Plus,0,50.16,40.13,25.08
TXN009244,USR88766,6/10/2023,13:55:58,Purchase,Shopping,148.69,EUR,Successful,Apple Pay,25-34,France,Lyon,Standard,0,2.23,1.78,0
TXN011043,USR93092,6/10/2023,17:08:20,Top-up,Other,1032,USD,Reversed,Card,55+,United States,Chicago,Standard,0,15.48,12.38,0
TXN009751,USR99506,6/10/2023,13:03:27,Purchase,Utilities,391.58,EUR,Successful,Bank Transfer,25-34,Germany,Frankfurt,Metal,0,0.78,0.62,5.87
TXN003539,USR66442,6/10/2023,20:05:54,Transfer,Other,1073,GBP,Successful,Apple Pay,18-24,United Kingdom,London,Premium,0,5.37,4.3,10.73
TXN007610,USR90028,6/10/2023,14:41:39,Purchase,Food & Dining,325.19,GBP,Successful,Card,35-44,United Kingdom,Edinburgh,Plus,0,3.25,2.6,1.63
TXN012050,USR67125,6/10/2023,16:05:43,Purchase,Healthcare,548.6,EUR,Successful,Bank Transfer,25-34,Spain,Barcelona,Standard,0,8.23,6.58,0
TXN011459,USR58977,6/10/2023,7:12:43,Transfer,Entertainment,349.13,EUR,Failed,Card,35-44,Netherlands,Rotterdam,Standard,0,5.24,4.19,0
TXN007988,USR25109,6/10/2023,10:01:54,Purchase,Transfer,508.41,GBP,Successful,Bank Transfer,18-24,United Kingdom,Leeds,Standard,0,7.63,6.1,0
TXN008064,USR58062,6/11/2023,23:10:53,Purchase,Healthcare,248.06,GBP,Failed,Card,,United Kingdom,Edinburgh,Plus,0,2.48,1.98,0
TXN009332,USR54663,6/11/2023,17:45:50,Transfer,Entertainment,757.25,EUR,Successful,Card,35-44,Italy,Naples,Premium,0,3.79,3.03,7.57
TXN011394,USR65641,6/11/2023,9:56:36,Transfer,Entertainment,6446.02,GBP,Successful,Direct Debit,25-34,United Kingdom,Edinburgh,Premium,0,32.23,25.78,64.46
TXN009237,USR18567,6/11/2023,12:41:57,Purchase,Food & Dining,244.74,USD,Successful,Google Pay,25-34,United States,Chicago,Standard,0,3.67,2.94,0
TXN014048,USR85634,6/11/2023,13:33:47,Purchase,Food & Dining,101.55,GBP,Successful,Card,35-44,United Kingdom,Edinburgh,Premium,0,0.51,0.41,1.02
TXN013605,USR48152,6/11/2023,3:26:14,Purchase,Entertainment,241.05,GBP,Successful,Apple Pay,45-54,United Kingdom,Birmingham,Standard,0,3.62,2.9,0
TXN014292,USR45901,6/11/2023,12:33:46,Transfer,Entertainment,2455.95,GBP,Successful,Bank Transfer,25-34,United Kingdom,Birmingham,Standard,0,36.84,29.47,0
TXN004401,USR26601,6/11/2023,12:35:18,Purchase,Food & Dining,439.44,GBP,Successful,Bank Transfer,18-24,United Kingdom,London,Standard,0,6.59,5.27,0
TXN012637,USR77147,6/11/2023,22:20:27,Transfer,Healthcare,2598.95,GBP,Successful,Card,25-34,United Kingdom,Liverpool,Plus,0,25.99,20.79,12.99
TXN014629,USR74858,6/11/2023,7:13:38,Transfer,Travel,4098.33,GBP,Successful,Apple Pay,35-44,United Kingdom,Liverpool,Standard,1,61.47,49.18,0
TXN011596,USR35443,6/11/2023,17:52:46,Withdrawal,Shopping,246.14,EUR,Successful,Bank Transfer,25-34,Germany,Hamburg,Metal,0,0.49,0.39,3.69
TXN010933,USR19392,6/11/2023,0:54:51,Purchase,Utilities,344.92,EUR,Successful,Card,25-34,Spain,Valencia,Plus,0,3.45,2.76,1.72
TXN010722,USR82365,6/11/2023,20:22:00,Transfer,Healthcare,2552.81,GBP,Successful,Apple Pay,,United Kingdom,Liverpool,Premium,0,12.76,10.21,25.53
TXN011849,USR92076,6/11/2023,11:17:44,Transfer,Shopping,2588.51,GBP,Failed,Card,25-34,United Kingdom,Liverpool,Plus,0,25.89,20.71,0
TXN012541,USR49529,6/11/2023,7:19:20,Transfer,Entertainment,1847.76,EUR,Successful,Card,45-54,Spain,Barcelona,Standard,0,27.72,22.18,0
TXN009406,USR89745,6/11/2023,19:50:56,Purchase,Transfer,521.28,GBP,Successful,Bank Transfer,25-34,United Kingdom,Liverpool,Premium,0,2.61,2.09,5.21
TXN004522,USR59508,6/11/2023,20:06:02,Transfer,Entertainment,1993.12,EUR,Successful,Google Pay,35-44,Spain,Seville,Plus,0,19.93,15.94,9.97
TXN003856,USR61355,6/12/2023,19:20:24,Withdrawal,Shopping,1362.13,GBP,Successful,Apple Pay,25-34,United Kingdom,Birmingham,Premium,0,6.81,5.45,13.62
TXN005046,USR49953,6/12/2023,13:31:48,Purchase,Utilities,189.07,GBP,Successful,Bank Transfer,18-24,United Kingdom,Edinburgh,Plus,0,1.89,1.51,0.95
TXN007388,USR75215,6/12/2023,22:55:23,Purchase,Utilities,1177.18,EUR,Successful,Bank Transfer,25-34,Italy,Rome,Premium,0,5.89,4.71,11.77
TXN010084,USR17166,6/12/2023,8:11:50,Purchase,Utilities,106.66,GBP,Failed,Card,35-44,United Kingdom,London,Premium,0,0.53,0.42,0
TXN010673,USR73941,6/12/2023,10:49:30,Purchase,Transfer,127.42,GBP,Successful,Card,25-34,United Kingdom,Bristol,Standard,0,1.91,1.53,0
TXN013345,USR97555,6/12/2023,17:48:12,Top-up,Other,1981.14,EUR,Successful,Card,35-44,France,Bordeaux,Plus,1,19.81,15.85,9.91
