transaction_id,user_id,transaction_date,transaction_time,transaction_type,transaction_category,amount,currency,transaction_status,payment_method,age_group,country,city,subscription_plan,fraud_flag,transaction_fee,revenue_generated,cashback_amount,year,month,month_name,day_of_week,hour
TXN011053,USR80555,2023-04-06,18:47:12,Withdrawal,Entertainment,599.63,EUR,Successful,Apple Pay,45-54,Germany,Munich,Standard,0,8.99,7.19,0.0,2023,4,April,Thursday,18
TXN005338,USR87717,2023-04-06,12:17:07,Purchase,Food & Dining,174.97,GBP,Successful,Direct Debit,25-34,United Kingdom,Edinburgh,Plus,0,1.75,1.4,0.87,2023,4,April,Thursday,12
TXN006675,USR16540,2023-04-06,2:09:14,Purchase,Entertainment,106.96,GBP,Successful,Apple Pay,25-34,United Kingdom,Edinburgh,Plus,0,1.07,0.86,0.53,2023,4,April,Thursday,2
TXN010163,USR65215,2023-04-06,11:52:04,Purchase,Food & Dining,215.81,EUR,Successful,Google Pay,45-54,Netherlands,Rotterdam,Standard,0,3.24,2.59,0.0,2023,4,April,Thursday,11
TXN011574,USR71408,2023-04-06,13:39:15,Purchase,Shopping,320.35,GBP,Successful,Card,35-44,United Kingdom,Edinburgh,Standard,0,4.81,3.85,0.0,2023,4,April,Thursday,13
TXN006716,USR39591,2023-04-06,20:48:11,Purchase,Food & Dining,6.75,GBP,Successful,Card,25-34,United Kingdom,Bristol,Standard,0,0.1,0.08,0.0,2023,4,April,Thursday,20
TXN001048,USR51756,2023-04-06,14:48:41,Purchase,Shopping,2.05,EUR,Successful,Apple Pay,35-44,France,Bordeaux,Standard,0,0.03,0.02,0.0,2023,4,April,Thursday,14
TXN009710,USR62931,2023-04-06,6:36:32,Transfer,Food & Dining,5700.87,GBP,Successful,Apple Pay,Unknown,United Kingdom,Manchester,Plus,0,57.01,45.61,28.5,2023,4,April,Thursday,6
TXN012368,USR95929,2023-04-06,10:22:38,Purchase,Food & Dining,655.82,EUR,Successful,Bank Transfer,35-44,Spain,Madrid,Plus,0,6.56,5.25,3.28,2023,4,April,Thursday,10
TXN014200,USR73602,2023-04-06,20:11:09,Purchase,Food & Dining,362.75,EUR,Reversed,Card,35-44,Germany,Hamburg,Plus,0,3.63,2.9,0.0,2023,4,April,Thursday,20
TXN014408,USR42097,2023-04-06,20:40:44,Purchase,Travel,517.86,GBP,Successful,Card,25-34,United Kingdom,Liverpool,Standard,0,7.77,6.22,0.0,2023,4,April,Thursday,20
TXN009261,USR87458,2023-04-06,13:40:10,Purchase,Entertainment,819.91,EUR,Successful,Bank Transfer,25-34,Italy,Florence,Metal,0,1.64,1.31,12.3,2023,4,April,Thursday,13
TXN013027,USR23276,2023-04-06,14:52:16,Top-up,Food & Dining,2261.01,GBP,Successful,Card,45-54,United Kingdom,Manchester,Premium,0,11.31,9.05,22.61,2023,4,April,Thursday,14
TXN001886,USR80284,2023-04-06,14:49:18,Purchase,Travel,651.63,GBP,Failed,Apple Pay,18-24,United Kingdom,Birmingham,Standard,0,9.77,7.82,0.0,2023,4,April,Thursday,14
TXN009959,USR85454,2023-04-06,13:42:46,Top-up,Food & Dining,494.74,EUR,Successful,Bank Transfer,18-24,Germany,Berlin,Standard,0,7.42,5.94,0.0,2023,4,April,Thursday,13
TXN007031,USR88644,2023-04-06,10:37:23,Top-up,Other,1408.28,GBP,Reversed,Card,35-44,United Kingdom,Manchester,Standard,0,21.12,16.9,0.0,2023,4,April,Thursday,10
TXN012001,USR59155,2023-04-06,7:56:40,Transfer,Food & Dining,243.43,EUR,Successful,Apple Pay,35-44,France,Marseille,Standard,0,3.65,2.92,0.0,2023,4,April,Thursday,7
TXN008129,USR25890,2023-04-06,3:16:23,Transfer,Entertainment,2128.45,EUR,Successful,Apple Pay,25-34,France,Marseille,Standard,0,31.93,25.54,0.0,2023,4,April,Thursday,3
TXN014630,USR87798,2023-04-06,19:18:58,Purchase,Entertainment,88.44,EUR,Successful,Card,35-44,Spain,Madrid,Standard,0,1.33,1.06,0.0,2023,4,April,Thursday,19
TXN004509,USR25814,2023-04-06,3:18:28,Transfer,Shopping,1581.08,EUR,Failed,Card,35-44,Spain,Seville,Standard,0,23.72,18.98,0.0,2023,4,April,Thursday,3
TXN002941,USR57359,2023-04-06,17:11:30,Purchase,Transfer,916.75,EUR,Successful,Google Pay,25-34,Netherlands,Amsterdam,Plus,0,9.17,7.34,4.58,2023,4,April,Thursday,17
TXN013862,USR79794,2023-04-07,15:11:37,Purchase,Shopping,773.76,USD,Successful,Bank Transfer,25-34,United States,Chicago,Standard,0,11.61,9.29,0.0,2023,4,April,Friday,15
TXN009992,USR92384,2023-04-07,21:53:22,Top-up,Food & Dining,520.9,GBP,Successful,Card,35-44,United Kingdom,Bristol,Plus,0,5.21,4.17,2.6,2023,4,April,Friday,21
TXN000993,USR68002,2023-04-07,9:13:49,Purchase,Travel,716.02,GBP,Successful,Bank Transfer,18-24,United Kingdom,Manchester,Standard,0,10.74,8.59,0.0,2023,4,April,Friday,9
TXN006084,USR29871,2023-04-07,8:14:38,Purchase,Utilities,621.05,EUR,Successful,Card,35-44,Germany,Berlin,Plus,0,6.21,4.97,3.11,2023,4,April,Friday,8
TXN014473,USR86015,2023-04-07,20:46:49,Purchase,Food & Dining,1261.1,USD,Successful,Card,35-44,United States,Miami,Metal,0,2.52,2.02,18.92,2023,4,April,Friday,20
TXN010391,USR31048,2023-04-07,0:21:55,Withdrawal,Travel,297.48,USD,Successful,Apple Pay,25-34,United States,Chicago,Premium,0,1.49,1.19,2.97,2023,4,April,Friday,0
TXN012408,USR10403,2023-04-07,22:22:41,Purchase,Transfer,847.65,GBP,Successful,Card,25-34,United Kingdom,Glasgow,Premium,0,4.24,3.39,8.48,2023,4,April,Friday,22
TXN007313,USR71762,2023-04-07,20:20:08,Purchase,Shopping,381.94,USD,Successful,Card,18-24,United States,Los Angeles,Metal,0,0.76,0.61,5.73,2023,4,April,Friday,20
TXN001152,USR42847,2023-04-07,13:02:18,Transfer,Uncategorised,1979.81,EUR,Successful,Card,18-24,Spain,Barcelona,Standard,0,29.7,23.76,0.0,2023,4,April,Friday,13
TXN014159,USR83584,2023-04-07,10:06:45,Purchase,Healthcare,530.31,GBP,Successful,Bank Transfer,25-34,United Kingdom,Leeds,Standard,0,7.95,6.36,0.0,2023,4,April,Friday,10
TXN008991,USR98652,2023-04-07,20:41:53,Top-up,Shopping,1755.4,GBP,Successful,Apple Pay,35-44,United Kingdom,Glasgow,Standard,0,26.33,21.06,0.0,2023,4,April,Friday,20
TXN008610,USR93020,2023-04-07,20:27:47,Transfer,Food & Dining,4491.01,EUR,Successful,Bank Transfer,35-44,France,Paris,Standard,0,67.37,53.9,0.0,2023,4,April,Friday,20
TXN009017,USR93729,2023-04-07,11:46:37,Purchase,Transfer,473.25,GBP,Successful,Bank Transfer,45-54,United Kingdom,Liverpool,Standard,0,7.1,5.68,0.0,2023,4,April,Friday,11
TXN002455,USR33680,2023-04-07,11:15:16,Top-up,Healthcare,1399.93,GBP,Successful,Apple Pay,45-54,United Kingdom,Manchester,Plus,0,14.0,11.2,7.0,2023,4,April,Friday,11
TXN011953,USR98555,2023-04-07,16:05:22,Top-up,Travel,1572.88,EUR,Successful,Bank Transfer,25-34,Germany,Hamburg,Standard,0,23.59,18.87,0.0,2023,4,April,Friday,16
TXN006307,USR89433,2023-04-07,13:12:41,Purchase,Travel,757.06,EUR,Successful,Card,25-34,Netherlands,Amsterdam,Standard,0,11.36,9.09,0.0,2023,4,April,Friday,13
TXN004451,USR35166,2023-04-08,8:22:16,Purchase,Healthcare,397.1,EUR,Successful,Google Pay,25-34,Netherlands,Rotterdam,Metal,0,0.79,0.63,5.96,2023,4,April,Saturday,8
TXN012570,USR79541,2023-04-08,8:31:51,Refund,Shopping,268.46,EUR,Successful,Card,25-34,France,Marseille,Standard,0,4.03,3.22,0.0,2023,4,April,Saturday,8
TXN004521,USR67712,2023-04-08,7:53:03,Withdrawal,Transfer,614.03,GBP,Failed,Google Pay,35-44,United Kingdom,London,Standard,0,9.21,7.37,0.0,2023,4,April,Saturday,7
TXN014099,USR18130,2023-04-08,21:14:54,Purchase,Shopping,415.92,USD,Successful,Apple Pay,35-44,United States,Chicago,Plus,0,4.16,3.33,2.08,2023,4,April,Saturday,21
TXN012808,USR63026,2023-04-08,12:24:34,Purchase,Healthcare,589.39,GBP,Successful,Card,25-34,United Kingdom,Manchester,Standard,0,8.84,7.07,0.0,2023,4,April,Saturday,12
TXN001057,USR46553,2023-04-08,8:13:58,Purchase,Shopping,151.94,GBP,Successful,Bank Transfer,25-34,United Kingdom,Leeds,Standard,0,2.28,1.82,0.0,2023,4,April,Saturday,8
TXN002268,USR48877,2023-04-08,8:19:00,Purchase,Utilities,218.84,EUR,Successful,Card,25-34,Germany,Berlin,Standard,0,3.28,2.62,0.0,2023,4,April,Saturday,8
TXN003631,USR24973,2023-04-08,23:14:13,Purchase,Healthcare,272.38,GBP,Successful,Bank Transfer,18-24,United Kingdom,Glasgow,Plus,0,2.72,2.18,1.36,2023,4,April,Saturday,23
TXN011328,USR13404,2023-04-08,16:51:06,Purchase,Shopping,904.97,EUR,Successful,Card,25-34,Germany,Hamburg,Plus,0,9.05,7.24,4.52,2023,4,April,Saturday,16
TXN014342,USR17784,2023-04-08,17:58:49,Refund,Travel,298.58,GBP,Reversed,Bank Transfer,18-24,United Kingdom,Bristol,Standard,0,4.48,3.58,0.0,2023,4,April,Saturday,17
TXN010731,USR19932,2023-04-08,8:24:59,Transfer,Shopping,2903.04,EUR,Successful,Card,18-24,France,Lyon,Plus,0,29.03,23.22,14.52,2023,4,April,Saturday,8
TXN006161,USR41460,2023-04-08,5:45:13,Purchase,Shopping,760.39,EUR,Successful,Direct Debit,25-34,Netherlands,Amsterdam,Standard,0,11.41,9.13,0.0,2023,4,April,Saturday,5
TXN011219,USR20358,2023-04-08,5:51:42,Transfer,Healthcare,3393.03,USD,Successful,Google Pay,25-34,United States,Chicago,Standard,0,50.9,40.72,0.0,2023,4,April,Saturday,5
TXN000596,USR26899,2023-04-08,10:53:28,Purchase,Utilities,496.09,GBP,Successful,Card,25-34,United Kingdom,London,Standard,0,7.44,5.95,0.0,2023,4,April,Saturday,10
TXN010151,USR41460,2023-04-08,16:40:17,Purchase,Shopping,391.43,EUR,Successful,Google Pay,25-34,Netherlands,Amsterdam,Standard,0,5.87,4.7,0.0,2023,4,April,Saturday,16
TXN010882,USR20957,2023-04-08,22:39:24,Purchase,Shopping,702.24,USD,Successful,Bank Transfer,25-34,United States,New York,Standard,0,10.53,8.42,0.0,2023,4,April,Saturday,22
TXN010661,USR83841,2023-04-08,12:22:39,Purchase,Food & Dining,376.65,GBP,Successful,Google Pay,25-34,United Kingdom,Bristol,Standard,0,5.65,4.52,0.0,2023,4,April,Saturday,12
TXN011548,USR99505,2023-04-08,20:32:56,Purchase,Food & Dining,425.31,EUR,Successful,Card,25-34,Germany,Frankfurt,Standard,0,6.38,5.1,0.0,2023,4,April,Saturday,20
TXN003081,USR88161,2023-04-08,13:41:12,Transfer,Transfer,3664.9,EUR,Successful,Apple Pay,Unknown,Germany,Hamburg,Metal,0,7.33,5.86,54.97,2023,4,April,Saturday,13
TXN005326,USR29685,2023-04-08,11:37:17,Purchase,Food & Dining,316.51,GBP,Successful,Bank Transfer,18-24,United Kingdom,Manchester,Plus,0,3.17,2.54,1.58,2023,4,April,Saturday,11
TXN002993,USR45901,2023-04-08,22:54:42,Refund,Other,450.35,GBP,Reversed,Google Pay,25-34,United Kingdom,Birmingham,Standard,0,6.76,5.41,0.0,2023,4,April,Saturday,22
TXN005995,USR52501,2023-04-08,22:39:43,Purchase,Shopping,801.68,GBP,Successful,Google Pay,25-34,United Kingdom,Leeds,Premium,0,4.01,3.21,8.02,2023,4,April,Saturday,22
TXN006936,USR49361,2023-04-09,20:15:31,Purchase,Shopping,401.45,GBP,Successful,Card,18-24,United Kingdom,Leeds,Standard,0,6.02,4.82,0.0,2023,4,April,Sunday,20
TXN000319,USR20646,2023-04-09,19:52:14,Transfer,Travel,3673.35,EUR,Successful,Card,18-24,Italy,Rome,Premium,0,18.37,14.7,36.73,2023,4,April,Sunday,19
TXN008914,USR60264,2023-04-09,17:27:22,Transfer,Other,808.65,GBP,Successful,Bank Transfer,35-44,United Kingdom,London,Standard,0,12.13,9.7,0.0,2023,4,April,Sunday,17
TXN006865,USR28275,2023-04-09,8:01:50,Refund,Food & Dining,487.62,EUR,Successful,Card,35-44,Spain,Valencia,Standard,0,7.31,5.85,0.0,2023,4,April,Sunday,8
TXN004643,USR11092,2023-04-09,23:57:33,Transfer,Travel,1632.27,EUR,Successful,Bank Transfer,18-24,Spain,Seville,Standard,0,24.48,19.58,0.0,2023,4,April,Sunday,23
TXN007770,USR60800,2023-04-09,16:26:58,Purchase,Food & Dining,317.64,EUR,Reversed,Card,18-24,France,Lyon,Premium,0,1.59,1.27,0.0,2023,4,April,Sunday,16
TXN012245,USR25162,2023-04-09,2:27:15,Purchase,Entertainment,533.0,EUR,Successful,Apple Pay,25-34,Germany,Frankfurt,Standard,0,8.0,6.4,0.0,2023,4,April,Sunday,2
TXN001988,USR61502,2023-04-09,17:11:15,Transfer,Utilities,1215.22,EUR,Failed,Apple Pay,25-34,Germany,Munich,Standard,0,18.23,14.58,0.0,2023,4,April,Sunday,17
TXN013257,USR24802,2023-04-09,21:15:33,Purchase,Food & Dining,190.85,USD,Successful,Apple Pay,45-54,United States,Los Angeles,Standard,0,2.86,2.29,0.0,2023,4,April,Sunday,21
TXN013283,USR76402,2023-04-09,19:28:54,Transfer,Food & Dining,5699.73,GBP,Successful,Card,25-34,United Kingdom,Unknown,Metal,0,11.4,9.12,85.5,2023,4,April,Sunday,19
TXN010906,USR69243,2023-04-09,13:44:04,Transfer,Shopping,1744.55,EUR,Successful,Card,18-24,Germany,Hamburg,Plus,1,17.45,13.96,8.72,2023,4,April,Sunday,13
TXN009693,USR18906,2023-04-09,19:50:29,Withdrawal,Utilities,330.43,EUR,Successful,Direct Debit,45-54,Netherlands,Rotterdam,Standard,1,4.96,3.97,0.0,2023,4,April,Sunday,19
TXN013302,USR39552,2023-04-09,16:38:31,Transfer,Travel,3082.32,GBP,Successful,Bank Transfer,25-34,United Kingdom,Birmingham,Standard,0,46.23,36.98,0.0,2023,4,April,Sunday,16
TXN013309,USR89269,2023-04-09,17:39:43,Withdrawal,Food & Dining,856.11,GBP,Successful,Card,55+,United Kingdom,Manchester,Standard,0,12.84,10.27,0.0,2023,4,April,Sunday,17
TXN012485,USR44567,2023-04-09,16:28:24,Transfer,Utilities,850.07,GBP,Successful,Google Pay,25-34,United Kingdom,London,Metal,0,1.7,1.36,12.75,2023,4,April,Sunday,16
TXN012691,USR73997,2023-04-09,9:04:50,Refund,Travel,211.44,GBP,Failed,Card,18-24,United Kingdom,Birmingham,Metal,0,0.42,0.34,0.0,2023,4,April,Sunday,9
TXN006546,USR42600,2023-04-09,7:38:49,Transfer,Shopping,499.27,EUR,Successful,Card,18-24,France,Lyon,Standard,0,7.49,5.99,0.0,2023,4,April,Sunday,7
TXN002209,USR23902,2023-04-09,15:55:12,Refund,Healthcare,79.2,EUR,Successful,Direct Debit,45-54,Netherlands,Amsterdam,Standard,0,1.19,0.95,0.0,2023,4,April,Sunday,15
TXN014859,USR88983,2023-04-09,18:16:04,Transfer,Shopping,3454.69,EUR,Successful,Bank Transfer,45-54,Germany,Berlin,Plus,0,34.55,27.64,17.27,2023,4,April,Sunday,18
TXN002876,USR95778,2023-04-09,7:14:59,Top-up,Entertainment,3554.45,EUR,Successful,Bank Transfer,18-24,Spain,Barcelona,Metal,0,7.11,5.69,53.32,2023,4,April,Sunday,7
TXN005428,USR92167,2023-04-10,20:50:34,Withdrawal,Food & Dining,315.98,EUR,Successful,Card,35-44,Netherlands,Utrecht,Standard,0,4.74,3.79,0.0,2023,4,April,Monday,20
TXN011090,USR96474,2023-04-10,17:04:53,Purchase,Utilities,670.44,EUR,Successful,Bank Transfer,35-44,France,Lyon,Standard,0,10.06,8.05,0.0,2023,4,April,Monday,17
TXN011243,USR73790,2023-04-10,14:42:38,Purchase,Utilities,1140.84,GBP,Successful,Bank Transfer,25-34,United Kingdom,Leeds,Premium,0,5.7,4.56,11.41,2023,4,April,Monday,14
TXN004880,USR80975,2023-04-10,17:48:14,Purchase,Food & Dining,90.43,GBP,Successful,Card,45-54,United Kingdom,London,Standard,0,1.36,1.09,0.0,2023,4,April,Monday,17
TXN004868,USR46913,2023-04-10,17:46:17,Purchase,Entertainment,220.19,GBP,Failed,Direct Debit,25-34,United Kingdom,Leeds,Standard,0,3.3,2.64,0.0,2023,4,April,Monday,17
TXN004776,USR74091,2023-04-10,16:31:17,Transfer,Utilities,3950.08,EUR,Successful,Bank Transfer,35-44,Italy,Milan,Standard,0,59.25,47.4,0.0,2023,4,April,Monday,16
TXN003382,USR78982,2023-04-10,4:51:07,Withdrawal,Shopping,1294.6,GBP,Reversed,Card,45-54,United Kingdom,Birmingham,Premium,0,6.47,5.18,0.0,2023,4,April,Monday,4
TXN006309,USR76127,2023-04-10,12:42:39,Transfer,Utilities,2226.74,EUR,Successful,Google Pay,35-44,Italy,Milan,Plus,0,22.27,17.82,11.13,2023,4,April,Monday,12
TXN003169,USR51592,2023-04-10,19:25:00,Transfer,Entertainment,5772.26,EUR,Successful,Apple Pay,35-44,Germany,Frankfurt,Metal,0,11.54,9.23,86.58,2023,4,April,Monday,19
TXN005365,USR91229,2023-04-10,0:56:20,Refund,Food & Dining,280.19,GBP,Successful,Card,45-54,United Kingdom,Liverpool,Plus,0,2.8,2.24,1.4,2023,4,April,Monday,0
TXN003594,USR25429,2023-04-10,11:12:48,Purchase,Travel,687.77,EUR,Reversed,Card,18-24,Spain,Madrid,Standard,0,10.32,8.26,0.0,2023,4,April,Monday,11
TXN003026,USR82362,2023-04-10,16:48:24,Purchase,Utilities,28.28,EUR,Successful,Card,25-34,Spain,Barcelona,Standard,0,0.42,0.34,0.0,2023,4,April,Monday,16
TXN013057,USR49986,2023-04-10,20:24:23,Purchase,Travel,508.38,GBP,Successful,Card,25-34,United Kingdom,Manchester,Standard,0,7.63,6.1,0.0,2023,4,April,Monday,20
TXN001887,USR21050,2023-04-10,14:07:10,Purchase,Entertainment,718.23,EUR,Successful,Card,35-44,Netherlands,Amsterdam,Standard,0,10.77,8.62,0.0,2023,4,April,Monday,14
TXN010219,USR14952,2023-04-10,17:43:34,Top-up,Shopping,2503.41,USD,Successful,Direct Debit,45-54,United States,New York,Metal,0,5.01,4.01,37.55,2023,4,April,Monday,17
TXN014598,USR74010,2023-04-10,8:38:07,Purchase,Shopping,3.54,GBP,Successful,Apple Pay,18-24,United Kingdom,Liverpool,Standard,0,0.05,0.04,0.0,2023,4,April,Monday,8
TXN003699,USR68491,2023-04-10,7:56:58,Top-up,Utilities,457.92,GBP,Successful,Bank Transfer,25-34,United Kingdom,Bristol,Standard,0,6.87,5.5,0.0,2023,4,April,Monday,7
TXN012751,USR32494,2023-04-11,17:53:51,Transfer,Shopping,3456.51,GBP,Successful,Card,Unknown,United Kingdom,Leeds,Standard,0,51.85,41.48,0.0,2023,4,April,Tuesday,17
TXN007557,USR85370,2023-04-11,22:35:26,Purchase,Healthcare,76.18,GBP,Successful,Bank Transfer,25-34,United Kingdom,Manchester,Premium,0,0.38,0.3,0.76,2023,4,April,Tuesday,22
TXN005689,USR12337,2023-04-11,5:45:34,Top-up,Food & Dining,1915.12,EUR,Failed,Apple Pay,35-44,Germany,Munich,Plus,0,19.15,15.32,0.0,2023,4,April,Tuesday,5
TXN011875,USR29289,2023-04-11,7:28:27,Purchase,Travel,766.34,GBP,Successful,Apple Pay,25-34,United Kingdom,Liverpool,Premium,0,3.83,3.06,7.66,2023,4,April,Tuesday,7
TXN007008,USR76918,2023-04-11,21:44:07,Refund,Food & Dining,493.64,EUR,Successful,Card,25-34,France,Lyon,Standard,0,7.4,5.92,0.0,2023,4,April,Tuesday,21
TXN000431,USR92506,2023-04-11,19:02:11,Purchase,Healthcare,298.11,EUR,Successful,Apple Pay,25-34,Germany,Berlin,Standard,0,4.47,3.58,0.0,2023,4,April,Tuesday,19
TXN005094,USR98103,2023-04-11,18:02:22,Transfer,Shopping,4599.18,GBP,Successful,Bank Transfer,35-44,United Kingdom,Leeds,Plus,0,45.99,36.79,23.0,2023,4,April,Tuesday,18
TXN005105,USR55683,2023-04-11,5:08:22,Transfer,Transfer,3689.86,USD,Successful,Direct Debit,35-44,United States,Chicago,Plus,0,36.9,29.52,18.45,2023,4,April,Tuesday,5
TXN008998,USR20561,2023-04-11,22:51:41,Purchase,Transfer,47.03,GBP,Failed,Google Pay,18-24,United Kingdom,Bristol,Standard,0,0.71,0.57,0.0,2023,4,April,Tuesday,22
TXN005143,USR17686,2023-04-11,13:35:29,Transfer,Shopping,3756.78,EUR,Successful,Apple Pay,55+,Germany,Munich,Standard,0,56.35,45.08,0.0,2023,4,April,Tuesday,13
TXN005374,USR63504,2023-04-11,17:22:12,Top-up,Healthcare,2278.62,EUR,Successful,Card,25-34,Spain,Seville,Metal,0,4.56,3.65,34.18,2023,4,April,Tuesday,17
TXN003391,USR91501,2023-04-11,16:18:01,Purchase,Healthcare,773.09,GBP,Successful,Apple Pay,25-34,United Kingdom,Birmingham,Standard,0,11.6,9.28,0.0,2023,4,April,Tuesday,16
TXN007230,USR63477,2023-04-11,7:10:00,Purchase,Utilities,589.26,GBP,Reversed,Card,35-44,United Kingdom,Liverpool,Standard,0,8.84,7.07,0.0,2023,4,April,Tuesday,7
TXN014643,USR74291,2023-04-11,16:34:30,Transfer,Food & Dining,6567.76,EUR,Successful,Card,18-24,France,Bordeaux,Premium,0,32.84,26.27,65.68,2023,4,April,Tuesday,16
TXN006451,USR45908,2023-04-11,22:04:27,Transfer,Entertainment,4366.75,GBP,Successful,Bank Transfer,18-24,United Kingdom,Leeds,Plus,1,43.67,34.94,21.83,2023,4,April,Tuesday,22
TXN010931,USR18330,2023-04-11,8:15:11,Withdrawal,Utilities,441.96,GBP,Successful,Card,25-34,United Kingdom,Liverpool,Plus,0,4.42,3.54,2.21,2023,4,April,Tuesday,8
TXN012564,USR10011,2023-04-11,20:18:24,Top-up,Healthcare,303.29,EUR,Successful,Apple Pay,25-34,France,Bordeaux,Metal,0,0.61,0.49,4.55,2023,4,April,Tuesday,20
TXN013757,USR61023,2023-04-11,17:05:24,Transfer,Utilities,3765.71,EUR,Successful,Card,35-44,Netherlands,Utrecht,Standard,0,56.49,45.19,0.0,2023,4,April,Tuesday,17
TXN002671,USR92831,2023-04-12,14:59:25,Purchase,Food & Dining,487.71,USD,Successful,Apple Pay,25-34,United States,Miami,Plus,0,4.88,3.9,2.44,2023,4,April,Wednesday,14
TXN006888,USR10455,2023-04-12,14:02:40,Top-up,Travel,1510.12,EUR,Reversed,Bank Transfer,35-44,France,Lyon,Plus,0,15.1,12.08,0.0,2023,4,April,Wednesday,14
TXN002277,USR14888,2023-04-12,12:25:54,Purchase,Travel,462.12,GBP,Reversed,Bank Transfer,45-54,United Kingdom,Leeds,Plus,0,4.62,3.7,0.0,2023,4,April,Wednesday,12
TXN013383,USR35150,2023-04-12,17:59:50,Transfer,Travel,4077.24,GBP,Reversed,Bank Transfer,25-34,United Kingdom,Leeds,Standard,0,61.16,48.93,0.0,2023,4,April,Wednesday,17
TXN003761,USR52193,2023-04-12,8:08:59,Purchase,Healthcare,603.54,GBP,Successful,Direct Debit,35-44,United Kingdom,Glasgow,Plus,0,6.04,4.83,3.02,2023,4,April,Wednesday,8
TXN001848,USR41508,2023-04-12,1:26:31,Purchase,Food & Dining,370.17,GBP,Failed,Google Pay,35-44,United Kingdom,Manchester,Metal,0,0.74,0.59,0.0,2023,4,April,Wednesday,1
TXN013812,USR28591,2023-04-12,13:59:10,Purchase,Travel,622.69,GBP,Successful,Bank Transfer,25-34,United Kingdom,London,Premium,0,3.11,2.49,6.23,2023,4,April,Wednesday,13
TXN014933,USR50425,2023-04-12,4:43:02,Transfer,Entertainment,5888.3,GBP,Failed,Card,25-34,United Kingdom,Glasgow,Plus,0,58.88,47.1,0.0,2023,4,April,Wednesday,4
TXN011600,USR30732,2023-04-12,23:27:00,Purchase,Transfer,423.38,GBP,Successful,Google Pay,25-34,United Kingdom,Liverpool,Plus,0,4.23,3.38,2.12,2023,4,April,Wednesday,23
TXN010261,USR28535,2023-04-12,11:16:44,Transfer,Transfer,1881.04,EUR,Successful,Card,45-54,Spain,Valencia,Plus,0,18.81,15.05,9.41,2023,4,April,Wednesday,11
TXN010632,USR55082,2023-04-12,19:44:18,Refund,Healthcare,492.99,GBP,Successful,Google Pay,35-44,United Kingdom,Manchester,Standard,0,7.39,5.91,0.0,2023,4,April,Wednesday,19
TXN010960,USR49240,2023-04-12,19:30:33,Refund,Travel,519.04,EUR,Successful,Card,55+,Germany,Berlin,Plus,0,5.19,4.15,2.6,2023,4,April,Wednesday,19
TXN007243,USR24890,2023-04-12,23:36:42,Top-up,Food & Dining,402.95,EUR,Failed,Card,35-44,Italy,Milan,Standard,0,6.04,4.83,0.0,2023,4,April,Wednesday,23
TXN005329,USR57477,2023-04-12,7:28:54,Purchase,Food & Dining,668.84,GBP,Successful,Card,35-44,United Kingdom,Leeds,Plus,0,6.69,5.35,3.34,2023,4,April,Wednesday,7
TXN010188,USR87526,2023-04-12,20:11:41,Purchase,Utilities,333.11,GBP,Failed,Card,35-44,United Kingdom,Edinburgh,Premium,0,1.67,1.34,0.0,2023,4,April,Wednesday,20
TXN007006,USR57369,2023-04-13,16:40:36,Transfer,Utilities,4577.5,GBP,Successful,Card,45-54,United Kingdom,Birmingham,Standard,0,68.66,54.93,0.0,2023,4,April,Thursday,16
TXN012892,USR52872,2023-04-13,15:59:51,Purchase,Food & Dining,870.2,EUR,Successful,Apple Pay,45-54,Italy,Florence,Premium,0,4.35,3.48,8.7,2023,4,April,Thursday,15
TXN014445,USR47184,2023-04-13,20:29:44,Purchase,Food & Dining,258.52,GBP,Reversed,Apple Pay,18-24,United Kingdom,Manchester,Standard,0,3.88,3.1,0.0,2023,4,April,Thursday,20
TXN004234,USR29805,2023-04-13,15:52:20,Purchase,Food & Dining,611.48,EUR,Reversed,Direct Debit,18-24,Italy,Rome,Premium,0,3.06,2.45,0.0,2023,4,April,Thursday,15
TXN003943,USR26153,2023-04-13,18:57:31,Purchase,Food & Dining,314.95,GBP,Successful,Apple Pay,45-54,United Kingdom,Birmingham,Standard,0,4.72,3.78,0.0,2023,4,April,Thursday,18
TXN012526,USR87779,2023-04-13,16:23:35,Refund,Utilities,479.39,GBP,Successful,Card,25-34,United Kingdom,Birmingham,Standard,0,7.19,5.75,0.0,2023,4,April,Thursday,16
TXN010294,USR42949,2023-04-13,8:36:33,Purchase,Food & Dining,627.7,GBP,Failed,Google Pay,25-34,United Kingdom,Edinburgh,Standard,0,9.42,7.54,0.0,2023,4,April,Thursday,8
TXN000930,USR10974,2023-04-13,6:15:42,Purchase,Food & Dining,954.02,GBP,Successful,Card,55+,United Kingdom,Edinburgh,Plus,0,9.54,7.63,4.77,2023,4,April,Thursday,6
TXN007343,USR62390,2023-04-13,17:29:57,Purchase,Food & Dining,162.96,EUR,Successful,Google Pay,25-34,Spain,Barcelona,Plus,0,1.63,1.3,0.81,2023,4,April,Thursday,17
TXN009505,USR85543,2023-04-13,9:27:09,Purchase,Food & Dining,797.49,GBP,Successful,Card,25-34,United Kingdom,Bristol,Standard,0,11.96,9.57,0.0,2023,4,April,Thursday,9
TXN002603,USR99165,2023-04-13,18:31:14,Purchase,Shopping,170.59,GBP,Successful,Card,25-34,United Kingdom,Bristol,Premium,0,0.85,0.68,1.71,2023,4,April,Thursday,18
